id;type;name;level;tradable;rarity;gender;mob_id;mob_name;mobs_in_loop;mob_loop_time;time_till_item;approx_sell
415;Weapon;Heavy Bio-Plasma Cannon;30;Tradable;Ultra Rare;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 02:51:32.110292;308760
33;Shirts;Lowlander Tunic;30;Tradable;Ultra Rare;Any;244;Stone Drake;21;0 days 00:02:30.800000;0 days 02:51:32.110292;308760
34;Shirts;Edinburgh Tunic;33;Tradable;Ultra Rare;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 02:32:25.294369;274350
544;Weapon;Proto Engine;33;Tradable;Ultra Rare;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 02:32:25.294369;274350
122;Shirts;Eduardo Vest;33;Tradable;Ultra Rare;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 02:32:25.294369;274350
400;Shirts;Sapphire Angel Shirt;33;Tradable;Ultra Rare;Any;2087;Shellworm;25;0 days 00:03:17.949897;0 days 02:32:25.294369;274350
103;Hat;Green Dynamo Helmet;21;Tradable;Ultra Rare;Any;190;Timber Creeper;41;0 days 00:05:07.832636;0 days 02:26:44.022197;264120
345;Pants;Pharaoh Leggings;21;Tradable;Ultra Rare;Any;190;Timber Creeper;41;0 days 00:05:07.832636;0 days 02:26:44.022197;264120
155;Weapon;Valerion's Sword;21;Tradable;Ultra Rare;Any;190;Timber Creeper;41;0 days 00:05:07.832636;0 days 02:26:44.022197;264120
533;Weapon;Val Hallen's Six-String;21;Tradable;Ultra Rare;Any;190;Timber Creeper;41;0 days 00:05:07.832636;0 days 02:26:44.022197;264120
207;Shirts;Jaguar Shirt;31;Tradable;Rare;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 02:23:46.126126;258780
469;Weapon;Cruise Ship Shooter;31;Tradable;Rare;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 02:23:46.126126;258780
513;Weapon;Chill Caster;31;Tradable;Rare;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 02:23:46.126126;258780
377;Shoes;Insulated Boots;21;Tradable;Ultra Rare;Any;401;Demolition Bear;23;0 days 00:02:37.311692;0 days 02:11:13.458072;236190
69;Hat;Speedster Helmet;21;Tradable;Ultra Rare;Any;401;Demolition Bear;23;0 days 00:02:37.311692;0 days 02:11:13.458072;236190
79;Hat;Jojutsu Hood;21;Tradable;Ultra Rare;Any;401;Demolition Bear;23;0 days 00:02:37.311692;0 days 02:11:13.458072;236190
90;Weapon;Electron Meta Mace;21;Tradable;Ultra Rare;Any;401;Demolition Bear;23;0 days 00:02:37.311692;0 days 02:11:13.458072;236190
216;Shoes;Velocity Shoes;26;Tradable;Ultra Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 02:07:35.977736;229680
237;Weapon;Ultimate Toxic Heater;26;Tradable;Ultra Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 02:07:35.977736;229680
372;Shoes;Overlap Shoes;26;Tradable;Ultra Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 02:07:35.977736;229680
123;Shoes;Commandant Boots;26;Tradable;Ultra Rare;Any;422;Slizzard;29;0 days 00:03:11.208044;0 days 02:07:35.977736;229680
373;Shoes;Layered Shoes;29;Tradable;Ultra Rare;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 02:05:12.495604;225360
3;Back;Angel's Prayer;29;Tradable;Ultra Rare;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 02:05:12.495604;225360
515;Weapon;Bullhead Leviathan;29;Tradable;Ultra Rare;Any;1986;Creeposaurus Rex;22;0 days 00:03:11.794013;0 days 02:05:12.495604;225360
78;Hat;Taijutsu Hood;33;Tradable;Ultra Rare;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 01:54:32.837471;206190
517;Weapon;Hammerhead Leviathan;33;Tradable;Ultra Rare;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 01:54:32.837471;206190
204;Shirts;Leopard Shirt;33;Tradable;Ultra Rare;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 01:54:32.837471;206190
405;Shirts;Tech Camo Shirt;33;Tradable;Ultra Rare;Any;2059;Eyebulb;85;0 days 00:08:12.060799;0 days 01:54:32.837471;206190
374;Pants;Overlap Trousers;27;Tradable;Ultra Rare;Any;432;Razor Mantis;41;0 days 00:05:10.709040;0 days 01:51:04.715563;199950
587;Weapon;Swampfire Torch;27;Tradable;Ultra Rare;Any;432;Razor Mantis;41;0 days 00:05:10.709040;0 days 01:51:04.715563;199950
233;Pants;Velocity Pants;27;Tradable;Ultra Rare;Any;432;Razor Mantis;41;0 days 00:05:10.709040;0 days 01:51:04.715563;199950
153;Weapon;Orbital Cutlass;34;Tradable;Ultra Rare;Any;2060;Jurassic Centurion;20;0 days 00:02:31.600000;0 days 01:48:23.646504;195120
401;Shirts;Amethyst Angel Shirt;34;Tradable;Ultra Rare;Any;2060;Jurassic Centurion;20;0 days 00:02:31.600000;0 days 01:48:23.646504;195120
60;Shirts;Cannonbolt Armor;34;Tradable;Ultra Rare;Any;2060;Jurassic Centurion;20;0 days 00:02:31.600000;0 days 01:48:23.646504;195120
417;Weapon;Tactical Bio-Plasma Cannon;34;Tradable;Ultra Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 01:45:06.466451;189180
222;Shoes;Open Circuit Shoes;34;Tradable;Ultra Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 01:45:06.466451;189180
182;Shoes;Jungle Boots;34;Tradable;Ultra Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 01:45:06.466451;189180
80;Shoes;Giga Shield Boots;34;Tradable;Ultra Rare;Any;2063;Great Shellworm;63;0 days 00:05:36.008532;0 days 01:45:06.466451;189180
199;Pants;Jungle Pants;35;Tradable;Ultra Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 01:44:35.142804;188250
518;Weapon;Great White Leviathan;35;Tradable;Ultra Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 01:44:35.142804;188250
383;Shoes;Amethyst Angel Shoes;35;Tradable;Ultra Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 01:44:35.142804;188250
239;Pants;Open Circuit Pants;35;Tradable;Ultra Rare;Any;2066;Eyebore;39;0 days 00:03:28.962255;0 days 01:44:35.142804;188250
379;Pants;Insulated Pants;22;Tradable;Ultra Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 01:42:16.691069;184110
117;Shoes;Electron Boots;22;Tradable;Ultra Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 01:42:16.691069;184110
235;Weapon;Supercharged Toxic Heater;22;Tradable;Ultra Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 01:42:16.691069;184110
35;Hat;Snowboard Cap;22;Tradable;Ultra Rare;Any;403;Canyon Creeper;29;0 days 00:02:33.263859;0 days 01:42:16.691069;184110
67;Pants;Coco Plane Pants;29;Tradable;Ultra Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 01:38:32.713365;177390
28;Pants;Lowlander Pants;29;Tradable;Ultra Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 01:38:32.713365;177390
217;Shoes;Mercury Shoes;29;Tradable;Ultra Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 01:38:32.713365;177390
53;Weapon;Stellar Blade;29;Tradable;Ultra Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 01:38:32.713365;177390
26;Hat;Battle Beret;29;Tradable;Ultra Rare;Any;2048;Lizard Queen;50;0 days 00:03:20.831222;0 days 01:38:32.713365;177390
110;Weapon;Ancient Dragon Blade;21;Tradable;Ultra Rare;Any;191;Skeeter Spawn;25;0 days 00:02:48.559926;0 days 01:37:20.607289;175230
102;Hat;Green Dynamo Helmet;21;Tradable;Ultra Rare;Any;191;Skeeter Spawn;25;0 days 00:02:48.559926;0 days 01:37:20.607289;175230
254;Pants;Bubbles Dynamo Legs;21;Tradable;Ultra Rare;Any;191;Skeeter Spawn;25;0 days 00:02:48.559926;0 days 01:37:20.607289;175230
249;Pants;Taijutsu Pants;34;Tradable;Ultra Rare;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 01:36:17.056351;173310
388;Shoes;Tech Tactical Boots;34;Tradable;Ultra Rare;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 01:36:17.056351;173310
360;Weapon;Fashion Rifle;34;Tradable;Ultra Rare;Any;2088;Great Eyebulb;26;0 days 00:02:53.138379;0 days 01:36:17.056351;173310
372;Weapon;Hypercharged Claw;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
598;Weapon;Vertical Scattergun MK-3;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
245;Weapon;Chemical Acid Blaster;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
280;Shirts;Imperial Shirt;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
101;Weapon;Xenonex Axe;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
20;Shoes;Monster Shoes;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
76;Pants;Crimson Filigree Pants;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
303;Shoes;Xtreme Snowboard Boots;31;Tradable;Uncommon;Any;2111;Hyper Fusionfly;3;0 days 00:02:33.200000;0 days 01:35:50.750751;172530
390;Pants;Tech Tactical Pants;35;Tradable;Ultra Rare;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 01:33:34.675597;168450
57;Weapon;Intergalactic Blade;35;Tradable;Ultra Rare;Any;2093;Shellslug;43;0 days 00:06:51.331134;0 days 01:33:34.675597;168450
51;Hat;XLR8 Speed Helmet;25;Tradable;Ultra Rare;Any;235;Graveworm;38;0 days 00:03:02.016895;0 days 01:33:26.125965;168180
274;Shirts;Buttercup Dynamo Torso;25;Tradable;Ultra Rare;Any;235;Graveworm;38;0 days 00:03:02.016895;0 days 01:33:26.125965;168180
9;Weapon;Shrunken Heads;25;Tradable;Ultra Rare;Any;235;Graveworm;38;0 days 00:03:02.016895;0 days 01:33:26.125965;168180
112;Weapon;Sun Dragon Blade;25;Tradable;Ultra Rare;Any;235;Graveworm;38;0 days 00:03:02.016895;0 days 01:33:26.125965;168180
280;Weapon;Vulcan Carbine Elite Class;24;Tradable;Ultra Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 01:31:07.449100;164010
236;Weapon;Elite Toxic Heater;24;Tradable;Ultra Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 01:31:07.449100;164010
346;Pants;Tutankhamun Leggings;24;Tradable;Ultra Rare;Any;407;Sawbreaker;26;0 days 00:02:43.859450;0 days 01:31:07.449100;164010
122;Shoes;Brigadier Boots;23;Tradable;Ultra Rare;Any;202;Gear Goliath;36;0 days 00:02:42.090510;0 days 01:27:42.251756;157860
396;Shirts;Thermal Shirt;23;Tradable;Ultra Rare;Any;202;Gear Goliath;36;0 days 00:02:42.090510;0 days 01:27:42.251756;157860
352;Shoes;Tutankhamun Boots;23;Tradable;Ultra Rare;Any;202;Gear Goliath;36;0 days 00:02:42.090510;0 days 01:27:42.251756;157860
111;Weapon;Quartz Dragon Blade;23;Tradable;Ultra Rare;Any;202;Gear Goliath;36;0 days 00:02:42.090510;0 days 01:27:42.251756;157860
414;Weapon;Bio-Plasma Cannon;28;Tradable;Ultra Rare;Any;2039;Fossil Crawler;55;0 days 00:04:04.223533;0 days 01:27:18.600027;157170
150;Weapon;Space Cutlass;28;Tradable;Ultra Rare;Any;2039;Fossil Crawler;55;0 days 00:04:04.223533;0 days 01:27:18.600027;157170
57;Shoes;Coco Bird Feet;28;Tradable;Ultra Rare;Any;2039;Fossil Crawler;55;0 days 00:04:04.223533;0 days 01:27:18.600027;157170
23;Shoes;Lowlander Boots;28;Tradable;Ultra Rare;Any;2039;Fossil Crawler;55;0 days 00:04:04.223533;0 days 01:27:18.600027;157170
244;Shirts;Closed Circuit Shirt;33;Tradable;Ultra Rare;Any;2320;Meteoric Sentry;34;0 days 00:04:50.367535;0 days 01:23:02.711887;149490
56;Weapon;Galactic Blade;33;Tradable;Ultra Rare;Any;2320;Meteoric Sentry;34;0 days 00:04:50.367535;0 days 01:23:02.711887;149490
239;Shirts;Velocity Shirt;28;Tradable;Ultra Rare;Any;2046;Triceraclaw;38;0 days 00:03:32.766521;0 days 01:21:54.911548;147450
390;Shirts;Overlap Jacket;28;Tradable;Ultra Rare;Any;2046;Triceraclaw;38;0 days 00:03:32.766521;0 days 01:21:54.911548;147450
357;Weapon;Style Rifle;28;Tradable;Ultra Rare;Any;2046;Triceraclaw;38;0 days 00:03:32.766521;0 days 01:21:54.911548;147450
26;Back;Dark Avenger Cape;13;Tradable;Ultra Rare;Any;334;Vile Cabinet;18;0 days 00:01:43.248523;0 days 01:21:35.615134;146880
23;Hat;Hector Helmet;13;Tradable;Ultra Rare;Any;334;Vile Cabinet;18;0 days 00:01:43.248523;0 days 01:21:35.615134;146880
27;Back;Major Glory Cape;13;Tradable;Ultra Rare;Any;334;Vile Cabinet;18;0 days 00:01:43.248523;0 days 01:21:35.615134;146880
573;Weapon;Planetary Mercenary;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
274;Weapon;Nitrogenic Vaporizer;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
241;Pants;Series Circuit Pants;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
500;Weapon;Omega Roughneck;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
202;Pants;Zanzibar Pants;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
3;Weapon;Wildvine Seedbomb;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
8;Weapon;Dark Apple of Discord;36;Tradable;Rare;Any;2458;Meteoric Guardian;20;0 days 00:03:02.175006;0 days 01:15:58.934082;136770
319;Weapon;Super Scope Centaur;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
223;Shoes;Short Circuit Shoes;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
348;Pants;Cheops Leggings;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
31;Pants;Gaelic Pants;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
498;Weapon;Omega Outlaw;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
571;Weapon;Planetary Cavalier;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
6;Weapon;Brass Apple of Discord;32;Tradable;Rare;Any;439;Ghastly Growth;20;0 days 00:02:54.441534;0 days 01:12:45.403744;130950
255;Pants;Buttercup Dynamo Legs;24;Tradable;Ultra Rare;Any;225;Ghoul Golem;36;0 days 00:02:58.480747;0 days 01:12:25.769335;130380
378;Shoes;Thermal Boots;24;Tradable;Ultra Rare;Any;225;Ghoul Golem;36;0 days 00:02:58.480747;0 days 01:12:25.769335;130380
123;Shirts;Electron Shirt;24;Tradable;Ultra Rare;Any;225;Ghoul Golem;36;0 days 00:02:58.480747;0 days 01:12:25.769335;130380
117;Pants;Neutron Pants;26;Tradable;Ultra Rare;Any;227;Great Terrorpin;37;0 days 00:03:00.159630;0 days 01:11:11.209820;128130
281;Weapon;Vulcan Carbine Perfect Class;26;Tradable;Ultra Rare;Any;227;Great Terrorpin;37;0 days 00:03:00.159630;0 days 01:11:11.209820;128130
